C�digoMesa,NombreRecinto,Sigla,AP,APB-SUMATE,FP,LIBRE,LYP-ADN,MAS-IPSP,PDC,UNIDAD,VotoNulo,VotoBlanco,VotoValido
2860.5023,U.E. 24 De Marzo,PDC,1,5,2,17,1,5,21,16,7,3,68
2861.1,Esc. La Patria,UNIDAD,15,16,12,29,1,3,31,91,68,26,198
2862.6040,U.E. 21 de Junio,PDC,4,2,1,2,0,0,9,3,8,1,21
2863.21040,U.E. Profesor Jose Cabrera R.,PDC,33,8,6,35,4,5,127,15,232,19,233
2864.13017,U.E. Aguas Calientes,LIBRE,68,22,4,178,8,29,31,146,78,23,486
2865.4061,U.E. Santa Rosa,AP,44,10,5,12,1,6,27,26,18,21,131
2866.4055,U.E. Kereimba,PDC,52,15,18,48,3,21,63,50,42,21,270
2867.4059,U.E. Kaipipendi,PDC,11,4,6,3,1,12,18,3,11,6,58
2868.4058,U.E. Kapirenda,AP,87,32,30,33,5,14,17,30,77,70,248
2869.4056,U.E. Iviyeca,PDC,21,4,9,13,3,12,44,8,15,4,114
287.2515,Esc. Mariapu,PDC,5,4,1,10,2,3,73,10,14,7,108
2870.4054,U.E. Itaimbeguasu,MAS-IPSP,25,14,6,14,1,74,13,15,30,45,162
2871.4057,Esc. Seccional S. Miguel Pocito,PDC,12,20,6,19,5,5,33,19,30,16,119
2872.18027,U.E. Raul Menacho,PDC,33,4,10,33,2,5,107,14,126,20,208
2873.18026,U.E. Ayacucho,PDC,43,13,4,22,2,15,74,28,89,16,201
2874.3031,Esc. Nucleo Central,APB-SUMATE,7,23,1,4,0,1,16,5,10,2,57
2875.67,Escuela Elizardo Perez,PDC,30,5,2,18,1,6,103,8,92,22,173
2876.1,Escuela Molle Cancha,AP,10,1,3,2,2,2,4,1,33,5,25
2877.1,Escuela Heroes del Chaco,AP,43,23,10,8,4,12,38,10,43,18,148
2878.1,Unidad Educativa Huañumilla,AP,19,10,9,2,2,7,18,1,179,17,68
2879.26484,U.E. 15 de Abril,PDC,31,15,5,49,10,12,140,77,104,31,339
2881.15,U.E. San Pedro de Las Peñas,PDC,5,6,6,0,1,6,7,3,11,2,34
2882.19,U.E. Obispo El Carmen,UNIDAD,6,3,3,1,1,6,12,12,19,1,44
2883.20,U.E. Chorcoya Mendez,AP,44,7,6,9,5,16,25,17,37,13,129
2884.1,Colegio Tasa Pampa,PDC,18,2,9,2,0,4,50,1,73,12,86
2885.1,Esc. San Marcos,UNIDAD,1,1,0,0,0,0,0,19,1,0,21
2886.1,Esc. Puerto San Borja,AP,39,14,2,8,5,13,8,10,66,22,99
2887.511,Coleg. Elizardo Perez,PDC,27,11,4,14,3,21,105,10,61,15,195
2888.1,Escuela Central Challcha,PDC,50,9,4,4,2,5,51,3,125,20,128
2889.509,Esc. Paranturi,PDC,7,6,3,12,3,2,16,8,15,1,57
289.2479,Escuela XVI De Julio,PDC,120,11,11,16,5,48,281,15,413,47,507
2890.510,U. E. Foroctiri Junin,MAS-IPSP,25,2,9,4,6,178,29,9,80,19,262
2891.499,U. E. Gualberto Villarroel,UNIDAD,22,4,2,3,4,2,3,35,182,23,75
2894.1026,U.E. Prof. Neisa Salvatierra,UNIDAD,12,23,3,227,4,2,24,264,43,8,559
2895.1,Escuela San Jose de Alisos,PDC,23,6,3,1,5,5,40,4,107,35,87
2896.1,Unidad Educativa Tomoroco,PDC,44,6,2,8,4,6,89,14,131,30,173
2897.80,U.E. Luz De America,LIBRE,10,10,1,57,0,21,18,12,32,11,129
2898.1,Escuela Guadalupe,PDC,58,2,4,5,2,7,62,2,92,25,142
2899.1,Escuela Hilarion Vides Choque,AP,62,3,4,13,4,15,40,3,47,30,144
290.2483,Esc. Ananea,PDC,50,7,5,17,3,3,225,8,86,28,318
2900.2018,Escuela Seccional Perez,PDC,24,11,4,12,2,0,41,5,68,7,99
2901.1,Escuela Santa Lucia,AP,26,0,1,0,0,3,11,1,27,9,42
2902.1,Unidad Educativa Ernesto Theobald,LIBRE,47,22,12,100,11,38,89,61,146,37,380
2903.502,Esc. Potongo Alto,AP,17,1,0,1,2,1,6,1,29,4,29
2904.503,Esc. Chico Chico,PDC,20,9,18,11,9,11,95,11,147,18,184
2905.504,Esc. Rodero,PDC,29,7,4,16,3,3,56,6,45,9,124
2906.3002,Unidad Educativa Sabino Wallku,AP,42,2,3,4,4,2,29,1,306,34,87
2907.505,Esc. Juruna,AP,95,3,7,3,2,6,23,8,128,20,147
2908.3006,Unidad Educativa Villa Pucara,AP,42,17,2,9,3,2,39,2,291,34,116
2909.3007,Unidad Educativa Charahuaytu,AP,89,3,7,6,12,1,73,2,611,88,193
291.2480,Col. Central San Agustin,PDC,57,19,14,18,2,11,159,18,111,12,298
2910.500,Esc. Secc. Luqui Pampa,FP,0,1,6,2,2,1,5,1,42,5,18
2911.501,U.E. Martin Primero De Urupalca,PDC,34,2,4,1,3,5,36,2,21,5,87
2913.6001,Esc. Seccional Chussi,PDC,15,5,2,8,4,10,105,1,68,15,150
2914.1,Unidad Educativa Chillagua,AP,108,15,14,9,12,18,77,13,105,29,266
2915.161,U.E. Franz Tamayo,PDC,44,7,4,13,6,10,118,5,125,27,207
2916.493,U. E. 1ro. de Mayo De Zapatera,PDC,3,0,1,0,0,2,8,5,13,0,19
2917.32088,Casa Comunal de Vestrullani,AP,8,0,5,0,0,0,3,0,46,5,16
2918.498,U.E. Ladislao Cabrera,PDC,18,1,3,4,5,4,46,1,46,12,82
2919.3016,U.E. Tunari,AP,29,1,3,2,0,0,4,4,450,8,43
292.2519,U. E. Incachaca,PDC,29,12,4,15,1,17,71,10,31,11,159
2920.494,U.E. 23 de Marzo de Kollpani,AP,12,1,3,0,0,3,6,2,25,2,27
2921.506,Esc. San Pedro de Esquiri,AP,11,2,1,2,0,1,10,0,28,3,27
2922.507,U.E. Fragua,AP,54,3,1,5,0,3,33,3,64,5,102
2923.508,U.E. Mcal. Antonio Jose De Sucre De Tres Cruces,PDC,99,26,11,43,7,21,555,23,477,65,785
2924.497,U.E. Gualberto Villarroel,PDC,18,11,16,8,7,6,108,8,141,28,182
2925.3023,Escuela Oscar Alfaro   Villa Vinto,AP,147,7,10,9,6,10,124,3,439,27,316
2926.1,Unidad Educativa Carpachacra,PDC,16,20,6,5,6,6,20,13,28,7,92
2927.1,U.E. Churquis,UNIDAD,22,12,10,34,6,13,34,80,80,44,211
2928.9,U.E. Pampa Grande,UNIDAD,61,10,9,22,6,21,29,109,79,43,267
2929.6008,Unidad Educativa Auquipampa,AP,12,0,0,0,0,0,1,0,496,1,13
2930.1,Escuela Molle Pata,PDC,8,5,4,1,3,3,12,0,236,44,36
2931.1,Unidad Educativa Sacavillque Chico,PDC,10,3,1,0,1,2,10,0,296,0,27
2932.7004,Nucleo Central Hornoma,AP,9,0,2,4,4,0,1,1,233,25,21
2933.1,Escuela Huayllani,PDC,18,3,3,3,2,6,32,1,119,37,68
2934.10,U.E. 2 de Agosto,PDC,22,11,6,11,0,22,29,13,46,12,114
2935.1,Escuela Lampazar,PDC,53,51,8,9,8,7,54,4,39,41,194
2936.1,Escuela 2 de Agosto,AP,68,18,7,2,6,6,34,4,175,55,145
2937.1,Unidad Educativa Puma Ckasa,APB-SUMATE,5,10,4,7,0,4,1,1,52,15,32
2938.1023,U.E. San Miguel,PDC,42,14,12,10,4,5,71,8,215,13,166
2939.1025,U.E. Corani Pampa,AP,178,12,10,19,5,9,174,14,931,35,421
294.2481,Esc. Unidad Educativa Camillaya,PDC,17,3,2,3,2,4,29,6,35,7,66
2940.4,U.E. 13 de Junio,UNIDAD,68,40,13,465,12,19,104,590,66,35,1311
2941.23,U.E. Villa Chavez,UNIDAD,16,17,7,84,4,26,24,94,25,15,272
2942.20025,U.E. Suiza,AP,87,5,11,20,1,66,12,16,39,8,218
2943.1027,Unidad Educativa Paracti (Colomi),PDC,170,28,16,44,10,21,265,9,411,30,563
2944.1042,Nucleo Escolar Nueva Aroma,AP,56,4,4,5,1,3,37,2,1209,26,112
2945.1105,Unidad Educativa Waca Playa,AP,38,4,5,3,1,13,9,1,541,47,74
2946.1111,Unidad Educativa Japo K'Asa,PDC,33,3,6,1,3,7,90,3,661,20,146
2947.1408,Escuela Experimental Paracaya,PDC,276,138,34,236,33,46,897,82,992,50,1742
2947.1409,Unidad Educativa Wañakahua,PDC,40,12,3,18,3,4,111,5,184,15,196
2948.1512,Escuela Jorenko Villa Verde,AP,93,8,9,3,13,8,52,6,183,22,192
2949.1605,Escuela Seccional Pairumani,PDC,44,7,34,3,0,6,57,1,558,22,152
295.2484,Esc. Central Chumisa,PDC,99,6,13,2,4,8,224,13,213,32,369
2951.531,Escuela Falafaya,PDC,24,8,0,5,8,5,67,6,45,18,123
2952.532,Unidad Educativa Cantu Molino,PDC,32,5,4,2,0,2,44,2,43,22,91
2953.1,Escuela Antonio Tovar Hinojosa,PDC,16,3,4,11,3,4,68,7,96,21,116
2954.1,Unidad Educativa Los Alamos,PDC,32,7,6,12,3,4,38,0,41,29,102
2955.1,Colegio Manuel Ovando San Juan de Orcas,PDC,32,3,2,2,1,6,83,0,107,32,129
2956.1,Colegio Pampa Lupiara,PDC,28,7,5,12,6,9,67,10,267,42,144
2957.1,U. Edu. Salvador Gómez Rodriguez,AP,16,5,1,2,1,3,13,6,83,27,47
2958.1,U. Edu. San José Del Paredon,PDC,12,3,4,1,0,3,16,3,179,29,42
2959.1,Unidad Educativa Pulki Avaroa,PDC,27,8,10,16,2,14,59,8,207,71,144
296.2482,Plaza Collabamba,PDC,13,6,1,4,0,1,46,13,31,12,84
2960.1,Escuela Jatun Ckaka,PDC,18,4,9,2,3,5,19,7,110,20,67
2961.1,Escuela Cantar Gallo,AP,13,3,2,2,6,5,6,0,42,20,37
2962.1,Escuela Thaco Pampa,AP,82,1,1,5,1,2,58,3,54,22,153
2963.1,Colegio Elizardo Perez,PDC,39,7,14,10,5,4,131,7,160,43,217
2964.1,Escuela Dario Ovando Cuellar,PDC,18,3,2,4,1,10,43,6,71,2,87
2965.1,Escuela El Zapallar,PDC,7,12,1,30,3,3,80,25,46,19,161
2966.1,Escuela San Lorenzo,PDC,9,8,12,9,3,8,30,19,21,8,98
2967.1,U. Edu. San Pedro Del Parapeti,UNIDAD,2,12,0,6,2,0,7,17,12,0,46
2969.1,Escuela Chimbe,LIBRE,4,4,0,17,0,5,1,0,2,2,31
297.2494,Esc. Mixta Julio Cordero,PDC,126,21,15,16,16,18,356,33,629,132,601
2970.1,Escuela El Churo,PDC,4,5,0,1,3,3,10,9,20,1,35
2971.1,Unidad Educativa Huaca Cancha,AP,14,5,2,4,2,6,8,2,69,11,43
2972.1,Unidad Educativa Tambo Ckasa,PDC,10,6,3,3,9,5,19,1,170,67,56
2973.1,Unidad Educativa Japo,PDC,3,2,1,1,0,1,5,0,60,13,13
2974.1,Escuela Jolencia,PDC,47,10,5,13,13,13,129,4,129,39,234
2975.1,Escuela Llujllaya,AP,26,4,4,2,8,2,20,2,197,49,68
2976.1,Unidad Educativa Sumaya,PDC,6,1,2,1,2,2,6,4,22,6,24
2977.1,Escuela El Verano,PDC,10,2,5,4,3,1,23,0,234,11,48
2979.1,Unidad Educativa 2 de Agosto,AP,41,2,2,0,2,5,20,26,18,6,98
298.2474,Unidad Educativa Eduardo Avaroa,PDC,29,7,11,19,10,8,45,27,64,19,156
2980.1,Unidad Educativa Achuma,AP,29,0,4,0,3,3,20,1,21,1,60
2981.1,Unidad Educativa Huajlita,AP,30,6,4,2,7,4,2,1,47,32,56
2982.1,Escuela El Manzanal,AP,12,2,0,3,3,2,3,3,25,4,28
2983.1,Escuela Cañon Verde,UNIDAD,9,1,5,17,2,1,26,26,12,3,87
2984.1,Escuela El Monte De Sandoval,PDC,19,7,2,11,2,9,33,30,46,15,113
2985.1,Escuela Monte De Taraya,AP,7,2,1,0,0,1,3,5,10,2,19
2987.2498,Esc. Nucleo Villa Aroma,PDC,78,11,7,2,10,37,138,7,125,21,290
2988.2497,Esc. Eduardo Avaroa,PDC,17,1,5,2,2,12,67,2,55,6,108
2989.2130,Esc. Quillima,PDC,39,10,10,9,5,7,90,7,163,66,177
299.2492,Esc. Nucleo Ticamblaya,PDC,25,6,11,2,5,5,110,4,76,12,168
2990.2131,Colegio Pasarani,PDC,73,3,6,2,7,8,135,9,155,33,243
2991.2132,Colegio Cotañani,PDC,12,3,3,0,4,3,55,1,32,22,81
2992.2133,U. E. Cantapa,PDC,75,8,31,9,9,17,182,9,233,45,340
2993.2137,Nucleo Red Uno,PDC,19,5,2,3,3,4,35,2,40,13,73
2994.6008,Escuela Chuquini,PDC,52,34,15,30,17,23,256,27,259,41,454
2995.2139,La Aguada,PDC,17,9,3,40,1,9,60,20,20,35,159
2996.2138,Escuela Machacamarca,AP,55,7,13,3,0,8,48,1,81,13,135
2997.2135,Escuela Pacollo,PDC,34,6,2,1,3,5,62,2,64,24,115
2998.2136,Escuela Pallayunga,PDC,49,4,4,7,3,2,98,6,127,18,173
2999.1320,U. E. Villa Camacho,PDC,129,7,26,14,5,27,231,15,208,28,454
300.2472,Esc. Central Sorejaya,PDC,52,10,20,6,4,4,193,4,164,30,293
3000.1330,Escuela Central Villamontes,AP,79,2,11,11,3,6,75,5,129,17,192
3001.3110,Unidad Educativa Hurnuni,PDC,64,5,7,4,2,3,93,1,125,17,179
3002.2142,Colegio Franz Tamayo,PDC,38,5,20,1,3,7,65,7,95,13,146
3003.1,Esc. Mscal Andres De Santa Cruz,PDC,12,6,8,5,2,9,86,7,83,25,135
3004.1,Colegio 6 de Junio,PDC,56,3,9,2,3,6,75,6,117,31,160
3005.2011,Unidad Educativa Eje Pampa,PDC,16,11,8,5,3,4,44,3,151,25,94
3006.3020,Nucleo German Busch (Chillavi),PDC,17,2,2,1,2,1,29,0,108,9,54
3007.3021,Escuela Choquecamata (Falsuri),PDC,53,10,2,3,5,20,77,3,179,24,173
3008.3016,Nucleo Escolar Pedro Laime Chuspi,PDC,9,7,8,3,3,2,36,2,264,20,70
3009.3010,Unidad Educativa Chapisuyo A,PDC,15,8,13,6,4,4,16,1,479,22,67
301.25732,U.E. Oscar Unzaga De La Vega,PDC,107,110,23,172,32,66,625,89,457,70,1224
3010.3029,Unidad Educativa Chiaraje,PDC,9,2,6,0,0,0,20,1,197,15,38
3011.1014,Escuela Copacabana,LIBRE,318,701,39,1166,56,58,789,434,544,51,3561
3012.1026,U.E. Simón Rodriguez (Colomi),AP,72,2,2,1,0,1,18,1,112,17,97
3013.1043,Colegio Mixto Tecnico Hum. Villa Bolivar,AP,31,2,1,1,1,0,9,3,754,13,48
3014.1108,Unidad Educativa Central Villa Pereira,PDC,70,8,2,2,5,8,78,2,306,58,175
3015.1109,Unidad Educativa San Antonio,PDC,46,8,6,5,4,6,69,1,109,18,145
3016.1113,Escuela Chuñu Chuñini,AP,54,5,2,2,6,1,45,1,398,12,116
3017.1114,Escuela  Challa Grande,PDC,18,1,1,2,4,3,50,1,290,10,80
3018.1308,Unidad Educativa Cauta,PDC,5,1,2,0,1,4,5,0,112,12,18
3019.1238,Escuela Senda 6,AP,150,6,8,6,4,10,72,1,1605,37,257
302.2502,Esc. Mixta German Busch,PDC,26,22,4,15,7,17,62,16,36,9,169
3020.1239,Unidad Educativa Valle Tunari,AP,117,4,8,4,4,6,65,4,2073,28,212
3021.2,U.E. Tolapalca,PDC,8,3,10,5,2,1,119,4,90,19,152
3022.2,Esc. Seccional Villa Nueva,PDC,12,1,1,0,0,3,14,0,28,1,31
3023.2,Esc. Gualberto Villarroel   Iruni,PDC,2,0,0,1,0,0,16,2,7,3,21
3024.2,U.E. Bolivia Luca,PDC,6,1,1,1,0,2,27,5,19,1,43
3025.2,U.E. Bartolina Sisa,PDC,2,2,0,1,2,1,17,0,17,2,25
3026.2,U.E. Vino Huta,PDC,13,0,2,1,1,0,25,2,94,9,44
3028.160,Esc. Simon Bolivar,PDC,14,2,0,3,1,3,36,1,76,7,60
3029.2,Esc. Central Sora Sora,PDC,39,0,3,4,2,5,52,0,106,7,105
303.2505,Esc. 16 de Julio,PDC,39,35,9,43,4,17,201,31,119,42,379
3030.513,Esc. Tomas Frias,PDC,5,7,0,24,1,1,87,8,3,2,133
3031.514,U. E. Mcal. Antonio José De Sucre,AP,75,11,7,11,9,5,69,20,111,17,207
3032.515,U. E. San José,AP,48,12,3,0,3,45,13,0,62,19,124
3033.516,U. E. San Antonio,PDC,22,24,4,84,7,8,228,33,73,11,410
3034.518,U.E. Capunita,PDC,22,6,7,8,6,7,44,7,214,11,107
3035.520,Esc. Elizardo Perez,PDC,14,5,2,3,2,4,14,2,101,18,46
3036.521,U.E. Villa Trapiche,PDC,26,4,3,5,3,0,48,2,54,9,91
3037.523,U. E. Tomoyo,PDC,13,8,4,1,2,1,15,3,108,24,47
3038.525,U.E. 6 de Junio,PDC,16,1,4,10,1,27,37,3,92,25,99
3039.527,U.E. Río Chilenas,PDC,0,1,0,0,0,0,3,0,37,2,4
304.2506,U.E. Nestor Paz Zamora,PDC,15,0,4,7,0,3,49,4,7,3,82
3040.528,Esc. Antofagasta,PDC,12,0,6,7,2,7,33,0,45,6,67
3041.529,Esc. Media Luna,AP,29,6,3,1,0,4,17,1,125,38,61
3042.531,U.E. Molino Pampa,PDC,28,4,5,5,3,5,65,6,48,20,121
3043.532,Esc. Palca Cancha,PDC,9,1,4,11,0,6,29,4,18,7,64
3044.533,U.E. Juan Sanjinez,PDC,55,12,15,12,7,8,176,10,122,14,295
3045.534,U. E. Elizardo Pérez de Keluyo,PDC,15,3,2,11,2,4,68,1,35,4,106
3046.27,U.E. San Jose de Marañuelo,AP,87,3,6,6,0,4,22,10,44,13,138
3047.16,U.E. Berety Chaco,UNIDAD,49,12,2,36,3,17,18,70,32,11,207
3048.23,U.E. Trancas,UNIDAD,0,21,5,11,3,3,25,39,43,5,107
3049.1,U.E. Pajonalcito,UNIDAD,4,5,3,7,2,1,9,9,13,1,40
3050.21,Sede Comunal,UNIDAD,21,22,9,16,4,24,52,59,24,10,207
3051.2,Centro P.A.N Tentaguazu,UNIDAD,18,13,1,35,2,3,12,43,6,21,127
3052.2,U.E. Mistolar,UNIDAD,18,9,2,55,3,11,51,69,33,46,218
3053.11029,Unidad Educativa Fidel Saucedo,UNIDAD,106,116,23,431,7,14,252,779,304,49,1728
3054.1035,Escuela San Lorenzo,LIBRE,51,61,10,1239,10,23,129,850,135,15,2373
3055.1031,Escuela Central Sombrerito,UNIDAD,22,16,6,33,0,6,30,93,28,4,206
3056.1032,Escuela Irenia Montero,PDC,17,4,6,18,0,3,29,23,36,1,100
3057.17010,U.E. Elizardo Perez,PDC,80,11,7,21,1,10,250,7,167,21,387
3058.7009,Esc. Seccional El Carmen,PDC,66,25,12,50,4,11,188,40,151,21,396
3059.9013,Esc. La Peña  Brecha 3,LIBRE,64,59,18,285,10,32,257,239,147,32,964
3060.1033,U.E. Villa Tumavi,PDC,54,16,27,15,10,12,160,23,235,28,317
3061.11034,Escuela Tiquipaya,PDC,75,34,24,89,14,19,277,79,466,52,611
3061.25533,U.E. Marcelo Quiroga Santa Cruz,PDC,13,4,4,7,2,3,88,8,152,13,129
3062.1030,Seccional Parabanocito,LIBRE,7,9,0,33,0,0,26,23,15,17,98
3063.14064,U.E. Ivicuati,LIBRE,13,5,3,62,0,15,6,17,35,8,121
3064.4065,U.E Huaraca,LIBRE,15,8,8,31,5,8,12,12,6,29,99
3065.1,19 de Octubre,LIBRE,14,41,5,128,4,3,69,36,47,7,300
3066.1,U.E. De Palestina,PDC,9,4,0,7,0,2,22,8,5,5,52
3067.1,U.E.  Bruno Racua,APB-SUMATE,8,14,1,14,0,2,5,12,9,2,56
3068.1,U.E. De Iberia,LIBRE,4,4,0,17,0,0,4,12,8,6,41
3069.1,Escuela Casarabe,UNIDAD,35,55,5,157,4,17,84,162,47,21,519
307.2503,Unidad Educativa Pedro Domingo Murillo,PDC,35,8,11,26,2,31,103,13,71,22,229
3070.1,Escuela Iviato,UNIDAD,49,55,1,17,1,21,2,152,12,2,298
3072.1,Esc. Monte Cristo,UNIDAD,16,3,2,15,5,4,4,18,6,7,67
3073.1,Esc. La Isiga Persevera,UNIDAD,3,8,1,12,0,0,0,17,8,7,41
3074.1,Escuela El Oriente Del Yacuma,UNIDAD,7,8,1,35,2,2,6,83,22,8,144
3076.1,U. E. 9 de Agosto,UNIDAD,30,18,4,1,2,3,22,39,23,51,119
3077.1,Esc. Buen Destino,AP,50,12,5,8,3,12,15,30,52,32,135
3078.1,Esc. Soraida,UNIDAD,2,3,0,6,1,0,7,35,2,0,54
3079.1,Esc. More Monte Azul,UNIDAD,27,2,2,7,1,13,1,30,6,8,83
308.2523,U. E. Nazario Pardo Valle,PDC,287,111,43,273,43,81,1168,267,629,155,2273
308.25608,U.E. Fátima,PDC,214,63,24,167,38,53,1236,151,545,104,1946
3081.1044,Unidad Educativa Paraiso Todo Santos,AP,134,4,12,9,7,6,66,4,1923,55,242
3082.31159,U. E. Tocoria,AP,179,14,25,10,20,12,176,5,677,98,441
3083.519,Esc. Tirispaya,PDC,46,8,2,1,6,8,50,1,110,36,122
3084.522,Esc. Charca Florida,PDC,12,1,2,2,2,1,48,3,47,1,71
3085.524,Esc. Yurimata,PDC,14,9,2,2,1,1,28,3,157,34,60
3086.526,U.E. Estumilla,PDC,11,4,9,7,1,18,55,3,53,20,108
3087.530,Esc. Seucochi,AP,29,8,9,4,3,6,19,4,241,30,82
3088.1,Escuela El Rosario,UNIDAD,5,34,1,20,1,4,18,57,13,8,140
309.2536,U.E. Inca,PDC,59,9,7,7,2,5,91,6,115,32,186
3090.25741,U.E. Libertador Simón Bolívar,PDC,82,13,27,21,6,22,289,17,302,52,477
3091.2140,Escuela Achavico,PDC,6,1,3,4,0,2,14,2,16,6,32
3092.1360,Sede Social,PDC,20,1,14,1,4,6,52,3,73,15,101
3093.1305,U.E. 10 de Septiembre,AP,51,2,3,1,2,4,15,0,238,13,78
3094.1610,Escuela Cotani Bajo,PDC,92,10,10,3,3,10,95,2,587,42,225
3095.14020,U.E. San Juan de Dios,PDC,24,28,5,42,6,31,73,41,50,21,250
3096.1,U.E. Bolívar,AP,192,55,10,25,6,10,44,66,52,45,408
3097.1,Escuela 12 de Octubre,UNIDAD,66,42,3,17,4,32,18,105,31,17,287
3098.1,Escuela Mariposa,LIBRE,3,5,1,26,0,3,1,15,10,4,54
3099.1,Escuela Alto Ivon,AP,73,29,39,16,5,19,21,32,208,84,234
310.2531,U. E. Machua,PDC,23,8,7,8,4,4,58,16,30,13,128
3100.1,Escuela Santuario,UNIDAD,9,14,4,2,2,0,13,16,15,6,60
3101.1,U.E. Santa Maria,APB-SUMATE,69,85,10,13,8,53,29,48,36,90,315
3102.1,Esc. Cooperativa,UNIDAD,8,3,1,4,0,5,5,19,3,1,45
3103.1,Escuela San Juan del Jordan,PDC,0,7,0,2,0,1,33,8,2,0,51
3105.1,Santa Rosa del Isiboro,UNIDAD,31,8,7,9,3,4,7,33,19,16,102
3106.1,Esc. San Jose Del Cabitu,AP,114,9,8,5,0,11,9,24,22,44,180
3108.1,Esc. San Antonio De Imose,LIBRE,7,5,2,24,1,8,5,7,25,4,59
311.2532,U.E. Santa Catalina,PDC,32,8,3,8,10,15,139,10,179,32,225
3110.1,Esc. Mercedes De Lojojota,AP,22,5,4,2,2,7,15,5,79,43,62
3113.1,Escuela 4 de Julio,PDC,17,8,3,24,3,3,30,12,113,9,100
3114.1,U. E. 16 de Agosto,PDC,179,34,31,68,29,47,748,108,401,61,1244
3115.9050,Escuela Seccional Waripucara,AP,7,0,0,1,0,1,3,3,138,2,15
3115.9051,Unidad Educativa Montecillo,AP,28,0,0,0,0,0,1,1,258,2,30
3116.3030,Escuela Seccional Machacayma,AP,167,6,6,4,5,7,64,6,654,55,265
3117.2021,Unidad Educativa Seibas,APB-SUMATE,14,21,1,11,0,9,17,7,39,10,80
3119.4021,Unidad Educativa Alfamayu,PDC,1,2,1,6,1,1,8,0,53,13,20
312.2530,Colegio Santísima Trinidad,PDC,21,5,3,14,4,2,114,7,65,23,170
3120.7017,Escuela Central Marcavi,AP,24,4,1,1,3,1,7,1,193,24,42
3121.7016,Unidad Educativa Tokoalla,AP,4,3,3,1,2,1,1,0,53,4,15
3122.1240,Unidad Educativa 2 de Marzo,AP,23,1,0,1,1,1,20,2,643,11,49
3125.1,Esc. Puerto Varador,UNIDAD,30,118,11,93,8,39,60,171,81,87,530
3126.2,Escuela Laguna Colorada,UNIDAD,6,15,1,4,3,3,10,21,8,5,63
3127.1,Esc. Trinidacito,UNIDAD,1,6,0,6,2,0,12,12,1,1,39
3129.1,Esc. San Borja Rio Blanco,LIBRE,7,9,3,72,3,2,37,15,20,16,148
313.2529,U.E. Puchahui,AP,102,6,3,10,5,10,97,12,161,30,245
3130.1,U.E. Juan Antonio Velarde Guerra,LIBRE,4,5,0,21,1,4,7,13,3,2,55
3131.150,Esc. Seccional San Juan Pampa,PDC,40,5,9,4,9,11,165,6,86,18,249
3132.163,Esc. Carlos Beltran Morales,AP,63,7,3,1,3,7,49,2,177,13,135
3133.2,U.E. Franz Tamayo,PDC,3,4,1,2,0,2,19,2,6,1,33
3134.535,Esc. Parantaca,PDC,12,14,5,11,1,2,60,18,36,5,123
3135.536,U. E. Puca Punta,PDC,18,8,8,8,1,12,41,1,113,13,97
3136.537,U.E. Anckara,AP,84,12,14,7,10,11,14,3,133,51,155
3137.539,U.E. Leñas,PDC,54,7,3,3,9,8,88,2,100,21,174
3138.545,Esc. Morocomarca,AP,33,7,3,3,2,29,22,4,224,38,103
3139.541,Esc. Huacuta A,PDC,8,5,2,0,2,2,12,2,65,12,33
314.25593,U.E. Luis Oblitas del Carpio,PDC,41,13,15,13,5,5,71,23,114,38,186
3140.542,Chilca Palca,PDC,36,7,9,4,8,15,41,3,249,58,123
3141.543,Esc. Choco Chico,PDC,15,3,1,0,1,9,37,1,81,9,67
3142.547,Esc. Uyuni,AP,70,8,6,5,8,4,25,4,212,58,130
3143.555,U.E. Elizardo Pérez,AP,5,1,1,0,0,0,1,0,77,1,8
3144.553,U.E. Simón Bolivar de Choquecayara Baja,AP,39,4,6,5,2,1,18,0,125,16,75
3145.556,Esc. Simon Bolivar De Peana,PDC,10,10,8,9,8,5,63,2,116,41,115
3147.550,Esc. Camali,AP,87,5,8,1,3,7,48,1,263,45,160
3148.548,Salón Comunal Media Luna,PDC,8,0,3,0,1,1,24,0,67,15,37
315.2533,U. E. Pata,PDC,15,2,1,2,3,3,64,2,43,6,92
3151.564,U.E. Suchina,AP,20,2,8,1,1,5,9,1,30,16,47
3152.565,U.E. Alejandro Coronado,PDC,33,7,7,9,4,4,66,2,48,3,132
3153.562,U.E. Turquiña,PDC,9,6,5,6,0,6,83,2,23,6,117
3154.563,U.E. Gerardo Maldini de Chacabuco (Estacion Chinoli),PDC,31,3,6,9,4,9,102,11,91,15,175
3155.560,U.E. San Miguel de Tusquiña,AP,106,7,17,11,7,21,101,7,169,53,277
3156.559,U.E. Manuel Mora De Peckajsi,AP,61,6,11,6,7,13,35,9,102,17,148
3157.557,U.E. Tapchiquira,PDC,6,2,4,2,0,2,17,1,29,9,34
3158.558,U.E. Elizardo Perez de San Jorge,PDC,8,0,2,1,2,2,12,1,42,2,28
3159.566,U.E. Eduardo Abaroa,PDC,14,10,7,12,3,3,57,6,41,3,112
316.2522,U. E. Nazario Pardo Valle,PDC,34,21,15,17,11,8,248,19,264,18,373
3160.567,U.E. Rafael Pabon,PDC,12,4,2,5,0,3,23,3,22,3,52
3161.561,U.E. Eduardo Abaroa de Villa Mar,PDC,22,9,2,8,2,5,111,4,41,6,163
3162.3,U.E. Villa El Carmen,PDC,171,44,16,108,14,30,426,162,375,98,971
