C�digoMesa,NombreRecinto,Sigla,AP,APB-SUMATE,FP,LIBRE,LYP-ADN,MAS-IPSP,PDC,UNIDAD,VotoNulo,VotoBlanco,VotoValido
729.25034,U. E. Antonio Diaz Villamil A,LIBRE,101,123,9,1029,32,178,466,790,153,18,2728
729.25035,U.E. Elodia de Lijeron,LIBRE,81,75,16,661,26,107,275,626,121,14,1867
729.25036,U.E. Cristo Rey San Luis Fe y Alegría,LIBRE,239,218,29,1870,69,390,995,1784,403,28,5594
729.25037,U.E.  Agustín Aspiazu,LIBRE,148,74,15,1478,31,274,343,1199,212,17,3562
729.25038,U.E. Saint Peter's,LIBRE,42,42,5,593,9,98,137,499,54,3,1425
729.25039,U.E. Simón Bolivar Nro 1,LIBRE,48,57,8,648,24,105,195,532,90,8,1617
729.2504,U.E. Holanda,PDC,558,421,139,2082,194,555,4427,2371,1356,112,10747
729.25044,U. E. Luis Alberto Pabon B,LIBRE,52,53,11,453,17,82,216,379,89,11,1263
729.25045,U. E. Flora Perez de Saavedra,UNIDAD,67,68,20,364,22,113,368,442,117,8,1464
729.25046,U.E.  Nuestra Señora de Fátima,PDC,120,99,22,597,41,149,764,645,215,25,2437
729.25048,U.E. Naciones Unidas,LIBRE,28,30,5,355,8,43,89,287,69,6,845
729.25051,U. E. República de Cuba,LIBRE,80,87,12,900,29,149,363,702,125,15,2322
729.25052,U.E. República del  Ecuador,LIBRE,84,79,4,994,25,163,222,795,79,10,2366
729.25054,U.E. El Pedregal,PDC,130,53,16,421,35,61,707,465,295,39,1888
729.25055,U.E. Filadelfia,PDC,42,22,16,96,19,39,506,69,212,24,809
729.25056,U.E. Rosario,LIBRE,72,61,11,466,27,108,421,459,153,15,1625
729.25337,U.E. Gran Bretaña A,LIBRE,66,52,12,738,20,84,269,664,108,11,1905
729.25342,U.E. My. Waldo Ballivián,UNIDAD,218,219,46,1364,61,305,957,1429,428,35,4599
729.25343,U.E. San Andrés A,LIBRE,74,37,15,779,16,76,171,613,76,8,1781
729.25480,U.E. Dora Schmidt A,LIBRE,117,105,12,1533,51,209,388,1411,174,22,3826
729.25594,Sede Social Litoral,PDC,54,41,22,175,12,34,230,208,87,16,776
729.25595,U.E. Alto Pasankeri Sur,PDC,68,25,23,237,44,47,617,213,192,11,1274
729.25596,U.E. Santa Rosa Grande,PDC,24,10,7,123,14,22,231,102,39,23,533
729.25597,U.E. Ricardo José Bustamante A,LIBRE,35,31,4,317,14,39,147,296,42,4,883
729.25598,U.E. Jach'a Uru,PDC,248,71,30,475,78,88,1244,574,546,46,2808
729.25728,U.E. Boliviano del Sur,PDC,106,66,9,633,45,79,633,612,266,29,2183
729.25729,U.E. Julio Cesar Patiño,UNIDAD,19,16,4,300,4,17,103,303,32,5,766
729.25730,U.E. Pantini,PDC,58,5,7,29,3,3,113,28,91,24,246
729.25775,U.E. Bicentenario La Paz,PDC,134,87,21,440,34,111,647,469,183,23,1943
729.2601,U. E. Cnl. Max Toledo,PDC,276,263,78,1263,98,334,1764,1445,507,41,5521
729.26173,Sede Social de Bella Vista Central   II,LIBRE,140,87,27,792,29,111,565,739,276,12,2490
729.2701,U. E. Copacabana Fe y Alegría,PDC,286,191,73,662,109,242,2112,785,568,46,4460
729.2702,U. E. Abraham Reyes Fe y Alegría,PDC,138,65,34,358,52,124,1086,401,253,21,2258
729.2703,Sede Social de Cusicancha,PDC,91,33,11,79,26,32,596,150,181,14,1018
729.2801,U.E. Manuel Bernal Mariaca,PDC,120,107,29,642,40,177,714,712,182,23,2541
729.2803,U. E. Franz Tamayo Nro. 3,PDC,149,196,44,973,78,230,1144,1051,333,20,3865
729.2804,U. E. Marien Garten A,PDC,229,161,58,925,84,299,1861,1125,422,45,4742
729.2805,U. E. Heriberto Guillen Pinto,PDC,231,186,68,699,83,248,1622,883,373,40,4020
729.2901,U. E. Germán Busch A,LIBRE,49,68,9,397,16,84,280,370,80,15,1273
729.2902,U. E. República de Francia B,UNIDAD,50,67,6,448,25,103,394,485,118,6,1578
729.2903,U. E. República Federativa del Brasil,LIBRE,72,102,11,655,20,130,375,618,136,12,1983
729.2904,U. E. San Javier de Fe y Alegría,LIBRE,56,99,11,628,33,123,357,597,122,7,1904
729.2905,U. E.  Fabril 18 de Mayo,UNIDAD,89,121,11,817,30,170,508,869,168,14,2615
729.2906,Sede Social Pura Pura,PDC,65,92,30,432,31,103,583,423,170,16,1759
729.2907,U. E. Eloy Álvarez Plata,UNIDAD,51,73,12,437,12,82,238,473,95,9,1378
729.3001,U. E. Gil Tapia Rada,PDC,240,144,75,919,97,204,1997,801,544,55,4477
729.3002,U. E. Bolivia I,PDC,190,100,42,409,68,108,1209,415,306,35,2541
729.3003,U. E. 20 de Octubre I,PDC,120,30,44,109,43,57,783,123,367,32,1309
729.30031,U.E. San Jose II,UNIDAD,107,62,14,539,30,96,530,597,210,15,1975
729.30033,U.E. 16 de Julio,UNIDAD,75,66,16,373,26,79,436,486,170,14,1557
729.30034,U.E. Faro Murillo,PDC,139,96,30,281,44,111,1125,356,397,21,2182
729.30035,U.E. Artemio Camargo,PDC,44,29,15,81,17,53,377,135,106,13,751
729.30036,U. E. San Antonio de Padua I,UNIDAD,33,26,6,299,4,69,130,303,50,8,870
729.30037,U.E. Vicenta Juariste Eguino,LIBRE,24,33,3,266,11,49,119,198,34,2,703
729.30038,U.E. LYNNS,PDC,202,74,53,590,44,118,919,600,432,37,2600
729.30039,U. E. Santa Maria Mazzarello,UNIDAD,97,97,17,546,31,117,660,665,187,10,2230
729.3004,U. E. Lucio Velasco Flores,PDC,110,52,28,160,25,59,795,130,333,34,1359
729.3005,Sede Social Caja Ferroviaria,PDC,100,42,40,146,44,47,716,163,224,29,1298
729.3007,U.E. Valle Hermoso,PDC,209,122,55,615,52,150,994,699,321,46,2896
729.3015,U.E. Americano Obrajes,LIBRE,112,112,17,2011,39,204,373,1604,218,28,4472
729.3017,U. E. República de China,UNIDAD,143,145,27,862,52,210,637,1030,193,25,3106
729.302,U. E. Americana,LIBRE,53,48,10,470,22,97,210,348,96,7,1258
729.3020,U.E. Carlos Medinacelli,UNIDAD,171,155,45,983,62,244,845,1164,283,21,3669
729.3024,(Cárcel) C.O.F. Miraflores,AP,38,2,1,6,1,1,5,16,1,0,70
729.3025,U. E. Carlos Salinas Aramayo,UNIDAD,51,60,5,407,21,99,177,414,64,4,1234
729.3029,(Cárcel) Centro de Orientación Femenina Obrajes,LIBRE,39,11,5,64,2,6,28,50,20,8,205
729.303,U.E. Natalia Palacios,LIBRE,76,82,20,804,30,164,334,658,162,8,2168
729.3030,U.E. República Arabe de Egipto,LIBRE,60,68,13,408,31,47,304,374,91,10,1305
729.3031,U.E. Adventista Bello Horizonte,LIBRE,11,13,3,163,9,14,67,141,32,1,421
729.3034,U.E. 24 de Junio A,PDC,346,236,73,1439,120,299,1939,1441,707,56,5893
729.304,U. E. San Simón de Ayacucho A,LIBRE,56,67,7,476,14,91,409,358,89,4,1478
729.305,U. E. Nuestra Señora de La Paz II,LIBRE,42,50,7,342,13,69,210,296,80,6,1029
729.308,U. E. Santa Ana II,LIBRE,51,41,6,499,13,83,203,392,71,14,1288
729.32151,U.E. Enrique Lindemann,LIBRE,18,11,2,143,14,22,93,121,28,3,424
729.32167,Casa Comunal Pasankeri Norte Antofagasta,PDC,22,14,4,104,19,19,253,87,64,5,522
729.32168,U.E. Adventista Los Andes,LIBRE,11,25,2,189,12,31,87,162,21,1,519
729.32169,Casa Comunal  Inca Llojeta,PDC,2,2,1,9,0,1,19,5,12,1,39
729.32171,U.E. Mcal. de Zepita,LIBRE,92,62,5,666,19,85,247,603,111,13,1779
729.32191,U. E. Americano Néstor Peñaranda 1,PDC,41,37,12,223,15,38,302,196,87,9,864
729.32193,Sindicato Mixto de Transporte Litoral,LIBRE,143,106,27,645,34,148,526,634,220,21,2263
729.32197,U. E. Antofagasta Noruego,PDC,7,11,3,20,4,14,86,26,19,3,171
729.32205,U. E. La Merced A,PDC,15,10,4,46,12,11,120,44,27,5,262
729.32206,Sede Social Villa El Carmen,PDC,70,56,18,353,12,72,500,358,142,19,1439
729.32207,Sede Social Pacasa,PDC,7,8,0,19,3,12,32,31,3,1,112
729.32208,Fundación La Paz TECNITIC,LIBRE,2,0,0,16,0,2,9,12,4,0,41
729.32209,U.E. Los Amigos,UNIDAD,7,5,1,55,4,5,61,62,12,1,200
729.32211,Centro de Alto Rendimiento Educativo CARE,LIBRE,0,2,0,13,0,1,2,2,0,0,20
729.32212,Sub Alcaldía San Antonio,PDC,101,70,17,380,26,110,458,417,155,21,1579
729.32307,U.E. Copacabana A,LIBRE,16,16,3,105,4,11,63,99,23,4,317
729.32309,U.E. IV Centenario,LIBRE,3,1,0,11,1,2,3,8,1,0,29
729.32310,U.E. Jesús Divino Maestro,LIBRE,10,2,1,88,0,11,37,77,12,0,226
729.32315,U.E. Las Delicias Prof. Jaime Escalante,PDC,47,9,6,48,6,11,160,73,65,8,360
729.32371,U.E. Juan Lechin Oquendo,PDC,62,16,10,42,19,18,321,45,119,17,533
729.32373,U. E. Isaac Maldonado Reque,PDC,14,16,3,63,2,6,130,91,30,2,325
729.32374,U.E. Nueva Jerusalem,PDC,0,0,1,1,0,1,7,1,1,1,11
729.32375,Sede Social Villa Copacabana,LIBRE,2,1,0,16,0,3,8,8,3,0,38
729.32376,C.E.A. Santa Rita,PDC,33,24,3,109,13,27,205,120,53,6,534
729.32377,U.E. República Federal de Alemania,PDC,2,0,0,5,0,0,10,5,2,1,22
729.32378,Instituto Tecnológico Marcelo Quiroga Santa Cruz,PDC,0,1,0,3,0,1,6,2,2,0,13
729.32379,U.E. Marcelo Quiroga Santa Cruz,PDC,2,0,0,7,4,4,47,17,8,0,81
729.32380,U.E. Cristo Rey Nro. 1,UNIDAD,1,0,0,8,0,1,3,8,1,0,21
729.32381,U.E. San Fernando A,LIBRE,11,4,0,76,0,14,26,52,5,1,183
729.32382,Facultad de Ingeniería de Cursos Básicos y Pre Facultativos,UNIDAD,0,0,0,15,1,1,4,15,1,0,36
729.32383,U.E. Ismael Montes,LIBRE,2,0,0,4,0,1,1,2,1,0,10
729.32396,Asociación Deportiva del Sur ADESU,UNIDAD,1,0,0,8,0,1,8,9,1,1,27
729.401,U.E. Hugo Dávila A,LIBRE,162,149,10,2154,47,271,669,1686,228,25,5148
729.402,Dirección Departamental de Educación La Paz,LIBRE,53,67,9,536,12,104,162,476,81,9,1419
729.403,U.E. Miguel de Cervantes Saavedra,LIBRE,73,79,8,1298,27,187,181,1111,94,11,2964
729.404,U.E. República de Panamá,LIBRE,75,117,10,1531,33,217,321,1207,145,16,3511
729.405,E.S.F.M.E.F.D. Antonio José de Sucre,LIBRE,51,50,9,724,25,74,112,505,64,0,1550
729.407,U.E. Felipe Segundo Guzman,LIBRE,106,98,14,838,35,114,314,687,139,14,2206
729.408,U.E. Emeterio Villamil de Rada,LIBRE,16,27,3,249,5,23,51,195,32,5,569
729.504,U.E. Alfredo Vargas B,LIBRE,199,215,29,1405,86,323,1260,1380,381,38,4897
729.505,Instituto Tecnológico Ayacucho,LIBRE,304,298,34,3121,84,514,1191,2637,481,49,8183
729.506,U.E.  Adolfo  Costa Du Rels,PDC,567,227,136,661,129,357,3293,1005,1044,125,6375
729.601,U.E.  Pablo Iturri Jurado B,PDC,616,127,76,646,112,232,2762,751,976,117,5322
729.602,Complejo Deportivo Camiri,LIBRE,74,65,16,774,35,148,353,648,89,8,2113
729.603,U.E.  Simón Rodriguez Carreño,PDC,230,149,35,1043,96,236,1388,1018,441,45,4195
729.604,U. E. Ave María Fundación Manos Abiertas Virgen de la Natividad,LIBRE,316,263,68,2244,139,427,1894,2235,569,56,7586
729.607,U.E.  La Merced B,PDC,431,225,92,958,155,284,3068,1270,1017,108,6483
729.608,U.E.  Irene Nava de Castillo B,PDC,382,210,84,1479,131,307,2439,1632,709,81,6664
729.701,U.E. Copacabana C,LIBRE,230,249,53,1817,99,319,1367,1659,458,53,5793
729.702,U.E. Cristiano Vida Nueva,LIBRE,129,116,22,1013,43,178,588,914,189,28,3003
729.703,U.E.  Cristo Rey,LIBRE,221,158,56,1193,61,233,1099,1023,446,57,4044
729.801,U.E.  Genoveva Ríos,PDC,253,207,65,1082,78,340,1317,1277,468,50,4619
729.802,U.E. Gral. José de San Martin,LIBRE,238,261,45,2045,82,404,1150,1924,354,37,6149
729.805,Sede Junta Vecinal San Antonio,PDC,27,29,0,113,6,37,154,122,68,6,488
729.807,U.E. San Antonio Fe y Alegría,UNIDAD,171,205,35,1023,71,228,865,1107,278,37,3705
729.808,U.E. Caracas A,PDC,131,95,38,383,48,102,827,438,173,27,2062
729.901,U.E. Topater,PDC,165,120,64,695,67,184,1283,786,406,54,3364
729.902,U.E. Don Bosco de Pampahasi A,PDC,256,207,60,1236,109,268,1417,1180,484,58,4733
729.903,U.E. Jerusalem,PDC,188,138,53,702,56,163,960,702,330,33,2962
729.904,U.E. Delia Gambarte de Quezada A,PDC,113,68,30,341,42,101,647,357,196,29,1699
729.905,U.E. Niño Jesús Ciudad Del Niño,LIBRE,141,109,29,784,45,136,781,629,288,36,2654
729.906,U.E. 13 de Junio,PDC,87,24,25,63,19,29,317,75,195,31,639
729.907,U.E. Mcal. Antonio Jose De Sucre A,PDC,113,32,29,107,10,23,275,82,239,24,671
730.1,Col. Pedro Domingo Murillo,PDC,552,27,58,47,26,45,594,79,802,209,1428
747.2,Unidad Educativa Uni,PDC,183,5,22,70,15,27,461,40,468,60,823
752.1,Escuela Santiago de Collana,PDC,76,12,17,6,2,11,125,14,357,34,263
760.1,Escuela Cohoni,PDC,179,18,44,25,13,16,214,24,711,149,533
772.1,Escuela Quillihuaya,PDC,198,15,39,9,7,16,211,11,544,107,506
785.1,Escuela Simona Manzaneda,PDC,281,45,54,326,39,92,857,387,539,63,2081
792.25835,U.E. Sagrada Familia,PDC,218,44,31,423,28,83,688,321,456,57,1836
794.1,Escuela El Palomar,PDC,284,33,43,55,14,30,416,81,372,48,956
797.1,Escuela Huaricana Alto,PDC,193,8,21,26,9,21,287,38,234,85,603
799.2,Col. San Simon De Ayacucho,PDC,77,7,17,6,3,8,129,4,146,40,251
806.1,Escuela Jankosuni,PDC,85,1,15,6,1,1,90,12,110,17,211
816.1,U. E. Rene Barrientos Ortuño,PDC,146,47,58,106,23,36,806,144,370,51,1366
817.1,U. E. Antonio Diaz Villamil,PDC,253,52,71,123,32,58,1041,194,493,94,1824
818.1,U. E. Uypaca,PDC,109,9,34,19,9,18,263,48,173,35,509
818.32195,U.E. Emma Vásquez de Arce,PDC,26,8,5,15,7,3,168,11,122,9,243
818.32198,U.E. Integración,PDC,30,4,8,20,16,14,156,22,79,8,270
818.32199,U.E. Bolivia,PDC,47,4,16,27,10,15,173,15,163,15,307
819.1,U. E. Mcal. Sucre,PDC,253,16,42,31,19,30,418,30,485,115,839
820.1001,U.E. Puerto Mejillones Ciudad Satelite,UNIDAD,138,187,22,1435,60,204,1239,1588,269,19,4873
820.1002,U.E. Vicente Donoso Torres A,PDC,157,172,26,1178,71,204,1186,1120,285,27,4114
820.1003,U.E. Héroes del Pacifico,UNIDAD,104,161,12,1224,51,191,976,1441,210,25,4160
820.1004,U.E. Mcal Andres de Santa Cruz de Alpacoma,PDC,65,52,25,284,29,70,517,312,163,12,1354
820.101,U.E. Villa Tunari,PDC,456,177,139,454,111,244,3691,649,1075,111,5921
820.102,U. E. San Vicente de Paul Fe y Alegría,PDC,507,139,153,581,159,237,4341,651,1357,106,6768
820.1101,U.E. Libertad en las Américas,PDC,394,248,94,907,151,252,3399,1145,961,84,6590
820.1102,U.E. Rotary Chuquiago Marca,PDC,311,195,98,648,138,195,3152,771,825,92,5508
820.1103,U.E. Bolivia,PDC,280,109,58,329,67,135,2159,401,682,63,3538
820.1201,U.E. 25 de Julio Senkata A,PDC,387,113,94,365,109,129,2947,415,1221,116,4559
820.1202,U.E. España,PDC,380,108,126,235,68,98,2330,263,1216,119,3608
820.1203,U.E. Ecológico Los Pinos B,PDC,592,130,154,355,130,186,3436,425,2015,197,5408
820.1204,U.E. Tarapaca Junthuma B,PDC,476,93,132,309,119,122,2894,302,1754,152,4447
820.1205,U.E. 18 de Diciembre B,PDC,306,84,71,214,65,86,2183,206,994,92,3215
820.1206,U.E. Atipiris,PDC,296,77,72,216,70,101,1964,231,1065,76,3027
820.1207,U.E. 23 de Marzo B,PDC,574,141,147,393,137,162,3518,306,2125,193,5378
820.1208,U.E. Bolivia Mar B,PDC,317,67,99,179,58,80,1873,196,914,101,2869
820.1301,U.E. Republica de Francia,PDC,430,153,97,583,120,247,3650,751,1021,102,6031
820.1302,Sede Social Villa Asunción San Pedro,PDC,94,33,21,71,24,50,681,97,178,24,1071
820.1304,U.E. Dr. Aniceto Arce A,PDC,107,57,23,254,39,89,1003,254,276,29,1826
820.1305,U.E. 6 de Junio,PDC,358,101,107,376,100,147,2798,419,951,118,4406
820.1306,U.E. Topater,PDC,406,160,103,567,116,196,3273,691,977,106,5512
820.1307,U.E. Católico Mercedes B,PDC,242,73,45,257,45,91,1859,235,600,57,2847
820.1308,U.E. Tupac Amaru,PDC,181,56,48,141,47,59,1332,189,529,59,2053
820.1401,U.E. Bolívar Municipal,PDC,167,77,56,368,51,130,1891,452,461,55,3192
820.1403,U.E. Puerto del Rosario,PDC,408,229,130,780,132,290,3636,953,1033,127,6558
820.1501,U.E. Union Europea A,PDC,349,231,88,902,83,311,3117,1033,826,117,6114
820.1601,Sede Vecinal Villa Bolívar B,PDC,12,17,3,97,8,17,201,90,33,6,445
820.1602,U.E. Simón Bolívar,PDC,257,156,42,705,105,221,2205,766,593,56,4457
820.1603,U.E. Eduardo Avaroa,PDC,149,75,46,282,54,79,1561,418,335,43,2664
820.1701,U.E. Marcelo Quiroga Santa Cruz,PDC,113,90,46,367,53,141,1284,427,357,27,2521
820.1702,U.E. Carlos Palenque Aviles Dolores F,PDC,187,94,64,279,53,115,1728,430,411,36,2950
820.1703,U.E. Alto De La Alianza,PDC,246,106,59,406,74,141,1935,465,513,41,3432
820.1704,U.E. Republica de Cuba Pacajes,PDC,68,41,14,118,17,44,509,148,146,14,959
820.1705,U.E. Adela Zamudio A,PDC,128,51,45,274,46,87,1203,290,375,32,2124
820.1801,U.E. Calama,PDC,404,161,110,874,116,256,3617,887,964,121,6425
820.1802,U.E. 1ro de Mayo,PDC,336,282,91,1121,135,313,3449,1437,786,69,7164
820.1803,U.E. Primavera B,PDC,87,40,18,189,35,57,879,190,229,18,1495
820.1804,U.E. La Paz,PDC,171,104,40,404,54,98,1610,426,406,54,2907
820.1901,U.E. 3 de Mayo B,PDC,444,130,128,455,133,190,3833,541,1221,106,5854
820.1902,U.E. San Luis,PDC,313,142,94,522,95,197,3016,579,843,83,4958
820.1903,U.E. Illimani,PDC,538,165,145,606,185,242,4916,641,1425,102,7438
820.1905,U.E. Néstor Paz Zamora,PDC,461,141,143,678,157,228,3925,700,1261,115,6433
820.1906,U.E. San Martín de Porres,PDC,553,220,150,650,149,283,4595,795,1371,165,7395
820.1907,U.E. Mercedes Elio De Rivero B,PDC,464,123,127,456,135,173,3439,490,1294,135,5407
820.1908,U.E. Gral. Juan José Torres Gonzales,PDC,329,128,103,506,78,158,2939,513,966,87,4754
820.2002,U.E. Martin Cardenas Hermosa C,PDC,484,387,102,1926,223,424,4935,1939,1218,97,10420
820.2004,U.E. San Juan,PDC,190,111,52,389,63,121,1991,451,469,61,3368
820.2006,U.E. Luis Espinal Camps Aeropuerto,PDC,212,82,53,316,59,113,1884,286,480,36,3005
820.2007,U.E. Villa Alemania,PDC,176,121,47,409,70,125,1637,492,332,38,3077
820.201,U.E. Huayna Potosí,PDC,283,83,86,289,91,93,2754,310,770,93,3989
820.202,U.E. Noruega,PDC,398,142,105,453,107,201,3822,530,1066,125,5758
820.203,U.E. Tupac Katari,PDC,197,82,53,254,77,138,1931,351,536,56,3083
820.204,U.E. Rafael Mendoza Castellón B,PDC,337,145,84,573,116,218,3122,603,777,84,5198
820.2101,U. E. Luis Espinal de Collpani,PDC,480,177,156,470,144,287,3852,508,1361,130,6074
820.2102,U. E. 6 de Junio de Cosmos 79,PDC,395,119,97,493,123,178,3324,576,1157,87,5305
820.2103,U. E. Fernando Nogales Castro Fe y Alegría,PDC,304,159,88,760,123,214,2578,693,790,61,4919
820.2104,U. E. República del Uruguay,PDC,71,13,22,31,19,16,458,31,192,21,661
820.2105,U. E. República Popular de China,PDC,551,94,204,339,139,155,3747,295,1996,145,5524
820.2201,U. E. Raúl Salmón de la Barra,PDC,189,98,57,307,58,121,1663,289,468,55,2782
820.2202,U. E. Juan Carlos Flores Bedregal,PDC,542,177,185,590,141,231,4484,645,1276,140,6995
820.2204,U. E. 16 de Febrero A,PDC,297,102,104,376,84,157,2635,437,841,63,4192
820.2205,U. E. Ecológico 25 de Julio A,PDC,285,100,140,302,98,131,2707,348,930,78,4111
820.2301,U. E. Brasil,PDC,375,181,74,485,97,195,3045,613,949,77,5065
820.2302,U. E. Walter Alpire Duran A,PDC,320,292,90,1247,121,315,3375,1436,748,72,7196
820.2304,U. E. San Miguel,PDC,101,83,24,287,30,95,897,341,280,21,1858
820.2305,U. E. Yunguyo Fe y Alegría B,PDC,497,70,93,307,101,159,3338,297,1124,88,4862
820.2401,U. E. Bautista Saavedra,PDC,1035,159,249,495,187,281,6425,505,2784,260,9336
820.2402,U. E. San Roque,PDC,1238,148,384,260,126,216,5263,326,3872,412,7961
820.2403,U.E. Mcal. Antonio Jose de Sucre,PDC,560,100,149,352,120,138,3856,262,1791,185,5537
820.2404,U. E. Villa Cooperativa A,PDC,485,99,116,281,114,151,3195,315,1511,167,4756
820.2405,U. E. El Progreso A,PDC,601,75,170,281,130,137,3832,245,1910,174,5471
820.2501,U.E. Marcelo Quiroga Santa Cruz,PDC,326,96,73,373,92,154,2821,439,866,98,4374
820.2502,U.E. Mcal. Andrés de Santa Cruz,PDC,518,140,116,456,148,193,3986,505,1484,193,6062
820.25027,U.E. 27 de Mayo A,PDC,376,88,93,307,97,97,2622,295,1259,124,3975
820.25028,U. E. Franz Tamayo de Río Seco A,PDC,677,112,242,368,165,166,4451,369,2116,169,6550
820.25035,U.E. Gral. Armando Escobar Uria,UNIDAD,41,53,13,471,17,65,357,476,77,6,1493
820.25037,U.E. Mcal. José Ballivián  A,PDC,196,134,57,397,78,133,1796,432,541,53,3223
820.25038,U.E. San Andres,PDC,110,61,39,180,30,52,718,270,211,27,1460
820.25039,U.E. Republica De Italia,PDC,232,64,71,267,87,75,1890,258,813,72,2944
820.25040,U.E. Amig Chaco,PDC,59,55,25,169,22,60,599,175,159,11,1164
820.25041,U. E. Oscar Alfaro B,PDC,528,78,151,247,85,129,3561,275,1707,146,5054
820.25042,U.E. Fuerza Aerea Argentina,PDC,133,18,52,60,26,58,864,66,438,41,1277
820.25043,U.E. Tokio,PDC,190,73,59,155,49,70,1474,200,596,66,2270
820.25044,U.E. Pablo Zarate Villca,PDC,123,26,33,81,39,43,919,86,359,45,1350
820.25045,U. E. Venezuela,PDC,207,35,48,137,49,53,1373,105,675,60,2007
820.25336,U.E. Cristal A,PDC,354,82,76,273,91,133,2164,350,898,94,3523
820.25524,U.E. República de Canadá,PDC,103,30,15,116,32,47,731,150,227,28,1224
820.25565,U.E. Akapana Fuerza Andina,PDC,34,10,5,42,15,19,261,63,69,9,449
820.25599,U.E. Villa el Carmen,PDC,67,85,14,454,62,82,1247,412,256,17,2423
820.25600,U.E. Iberdrola B,PDC,36,6,4,48,19,12,258,31,91,6,414
820.25601,U. E. Juan Pablo II B,PDC,149,39,27,269,51,72,1398,226,359,50,2231
820.25602,U.E. Ernesto Che Guevara,PDC,647,103,155,338,160,120,3887,277,1968,177,5687
820.25603,U.E. Mariscal de Zepita,PDC,106,25,22,155,40,38,936,138,233,24,1460
820.25727,U.E. Villa Victoria A,PDC,20,19,7,97,13,29,364,93,77,6,642
820.2601,U.E. José Antonio Paredes Candia,PDC,791,162,185,539,152,195,5416,528,1952,240,7968
820.2602,U.E. The Strongest,PDC,140,44,40,106,40,64,1356,136,510,49,1926
820.2603,U.E. República de Cuba,PDC,570,87,166,251,137,170,3438,268,1571,190,5087
820.2604,U.E. Gran Poder B,PDC,215,81,51,437,73,101,1728,508,518,41,3194
820.2605,U. E. Villa Adela Yunguyo,PDC,217,119,78,399,91,89,2077,409,552,47,3479
820.26056,U. E. Héroes de Octubre,PDC,223,26,123,50,21,47,925,71,734,54,1486
820.2606,U.E. Santa Rosa de Lima,PDC,252,54,68,186,68,77,1615,174,846,81,2494
820.2607,U.E. Vicente Tejada,PDC,226,207,42,840,91,204,2070,906,466,71,4586
820.2609,U.E. Tejada Triangular,PDC,132,128,37,459,56,87,1160,522,290,18,2581
820.26157,U.E. Avelino Siñani,PDC,63,19,18,60,22,17,471,61,218,19,731
820.26158,U.E. Villa Imperial,PDC,100,13,19,53,23,24,567,76,282,26,875
820.26159,U.E. Modelo Sur,PDC,18,7,5,34,3,10,183,28,81,9,288
820.30040,U.E. Colorados de Bolivia,PDC,46,74,11,482,29,70,512,487,125,9,1711
820.30041,U.E. Modesto Omiste,UNIDAD,48,60,10,490,21,76,454,564,92,4,1723
820.30042,U.E. Juan Pablo II Don Bosco,PDC,113,64,32,247,51,91,1242,351,343,24,2191
820.30043,U.E. Unión Bolivariana,PDC,160,118,28,505,55,131,1627,490,389,31,3114
820.30044,U.E. Virgen De Copacabana A,PDC,244,56,53,176,62,92,1490,177,710,57,2350
820.30045,U.E. San Antonio A,PDC,190,38,55,145,40,61,1303,173,592,52,2005
820.30046,U.E. Boliviano Japones B,PDC,272,52,85,187,60,85,1839,183,957,81,2763
820.30047,U.E. Jardines del Sur,PDC,217,36,62,154,41,68,1368,132,842,74,2078
820.30048,U.E. Ventilla I,PDC,245,60,63,132,48,68,1429,109,938,91,2154
820.30049,U. E. San José de Yunguyo A,PDC,227,95,68,246,58,116,1935,329,638,59,3074
820.30050,U. E. 21 de Septiembre Señor de Lagunas,PDC,414,64,104,170,82,102,2682,165,1291,105,3783
820.30052,U.E. Carlos Palenque Avilés,PDC,293,138,66,426,102,163,2589,491,633,63,4268
820.30053,U.E. San Marcos,PDC,143,50,27,135,36,53,1175,159,379,30,1778
820.30054,U.E. Taiwan,PDC,191,52,58,122,37,60,1613,149,588,54,2282
820.30055,U.E. Unión Europea B,PDC,234,70,69,232,67,98,2265,253,658,78,3288
820.301,U.E. Ingavi,PDC,366,119,102,319,98,131,3010,342,1143,114,4487
820.302,U.E. Illimani,PDC,451,152,116,404,157,159,3378,454,1432,139,5271
820.303,U.E. Rafael Pabón,PDC,411,99,118,296,109,138,2806,269,1388,161,4246
820.32141,U.E. Chijini Alto,PDC,31,6,4,39,13,11,230,26,61,4,360
820.32152,U.E. Horizontes A,PDC,119,70,24,484,74,108,1469,437,339,32,2785
820.32153,U.E. Las Delicias A,PDC,213,109,66,525,63,144,1578,619,482,40,3317
820.32154,U.E. San Luis de Gonzaga A,PDC,3,5,0,7,3,4,55,16,11,2,93
820.32155,U.E. Julián Apaza,PDC,10,8,2,62,16,19,204,66,53,2,387
820.32156,U.E. Adventista Salomón,PDC,13,5,0,32,1,5,49,38,10,1,143
820.32157,U.E. Amor de Dios,PDC,16,5,5,30,4,8,105,29,32,2,202
820.32158,U.E. Ayacucho,PDC,16,16,5,44,15,11,216,54,49,1,377
820.32164,U.E.  Adrián Castillo Nava A,PDC,21,10,2,68,11,14,260,54,75,12,440
820.32170,U. E. Cosmos 79,PDC,59,25,12,149,32,22,534,119,110,14,952
820.32194,U. E. San Felipe,PDC,61,10,23,57,20,19,477,70,148,9,737
